#made from index.txt file
#1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24
#num|file|title|subtitle|subtitle2|year|cat|catnum|subcat|subcatnum|scripture|parable|miracle|txt|mp3|wma|rm|link|comment|synopsis|audiofirst|tooltip|indextitle|note|tag1|tag2|tag3|tag4|tag5|tag6|tag7|tag8|tag9
#1:num|2:file|3:title|4:subtitle|5:subtitle2|6:year|7:cat|8:catnum|9:subcat|10:subcatnum|11:scripture|12:parable|13:miracle|14:txt|15:mp3|16:wma|17:rm|18:link|19:comment|20:synopsis|21:audiofirst|22:tooltip|23:indextitle|24:note|25:tag1|26:tag2|27:tag3|28:tag4|29:tag5|30:tag6|31:tag7|32:tag8|33:tag9
110|spiritual-gifts-of-youth-metropolitan-anthony-khrapovitsky|The Spiritual Gifts of Youth -  Metropolitan Anthony Khrapovitsky||||||||||||||||||||||||||||||
111|monasticism-intwenty-first-century|Monasticism in the Twenty First Century: A Viable Alternative or a Forgotten Ideal? |||||||||||||||||Mother Ephrosynia Convent of Lesna, France |||||||||||||
112|causes-russian-catastrophe-archbishop-averki|On the Causes of the Russian Catastrophe|||||||||||||||||By Archbishop Averky |||||||||||||
113|on-apostolic-work-prince-vladimir-archbishop-averky|On the Apostolic Work of Prince St. Vladimir |||||||||||||||||By Archbishop Averky |||||||||||||
114|on-roca|ON THE RUSSIAN CHURCH ABROAD |||||||||||||||||Archbishop Averky of Syracuse |||||||||||||
115|sorrowful_path|The Sorrowful Path - the Glorious Path |||||||||||||||||Important Dates in the History of the Russian Church Abroad |||||||||||||
116|rocor-by-st-john-maximovich|About the Spiritual and Moral Significance of the Russian Orthodox Church Outside of Russia |||||||||||||||||by Saint John of Shanghai and San Francisco |||||||||||||
117|vision-of-st-john-of-kronstadt|VISION OF ST. JOHN WONDERWORKER OF KRONSTADT||||||||||||||||||||||||||||||
118|royal-family-appearances|Wondrous appearances of the murdered holy Royal Family, witnessed by the handmaiden Nina||||||||||||||||||||||||||||||
119|hold-fast-the-faith|Hold fast the Orthodox Faith, O Holy Rus||||||||||||||||||||||||||||||
120|the-time-for-repentance|THE TIME FOR REPENTANCE: |||||||||||||||||On The Occasion Of The February Rebellion |||||||||||||
121|seventythree|73 percent |||||||||||||||||Long QT Syndrome and Christina |||||||||||||
122|grigori-petroff-hieromartyr-poem|A Poem of Hieromartyr Grigory Petrov |||||||||||||||||Written shortly before his death in a Siberian prison camp |||||||||||||
123|stories-vladyka-john|Saint John Maximovich |||||||||||||||||Miscellaneous stories |||||||||||||
124|patriarchal-visit-to-taybeh-dr.-maria-c-khoury-22-6-13|The Patriarchal Visit to Taybeh |||June 13 2002||||||||||||||Dr. Maria C. Khoury |||||||||||||
125|the-bishop-by-anton-chekhov|THE BISHOP |||||||||||||||||by Anton Chekhov |||||||||||||
126|bishop-sunflower|Bishop Sunflower||||||||||||||||||||||||||||||
127|lord-of-the-mood-rings-orthodox-fairy-tale|Lord of the Mood Rings|||||||||||||||||An Orthodox Fairy Tale |||||||||||||
128|what-is-the-tradition|What is the tradition?|||||||||||||||||An Orthodox Fairy Tale |||||||||||||
129|deacons-strike|Orthodox Deacon's Union Threatens Strike||||||||||||||||||||||||||||||
130|irishlent|Irish Lent||||||||||||||||||||||||||||||
131|catholic-horses|Catholic Horses||||||||||||||||||||||||||||||
132|stress-diet|The Stress Diet |||||||||||||||||This diet is designed to help you cope with the stress that builds up during  the day. |||||||||||||
133|padres-puppy|The Padre's Puppy||||||||||||||||||||||||||||||
134|palm-beach-pokey|The Palm Beach Pokey||||||||||||||||||||||||||||||
135|out-of-the-mouths-of-babes|OUT OF THE MOUTHS OF BABES||||||||||||||||||||||||||||||
136|easy-quiz|The World's Easiest Quiz ||||||||||||||||||||||||||||||
137|atheist-and-bear|The Atheist and the Bear||||||||||||||||||||||||||||||
138|rules-of-toddler|Rules of the Toddler||||||||||||||||||||||||||||||
