#made from index.txt file
#1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24
#num|file|title|subtitle|subtitle2|year|cat|catnum|subcat|subcatnum|scripture|parable|miracle|txt|mp3|wma|rm|link|comment|synopsis|audiofirst|tooltip|indextitle|note|tag1|tag2|tag3|tag4|tag5|tag6|tag7|tag8|tag9
#1:num|2:file|3:title|4:subtitle|5:subtitle2|6:year|7:cat|8:catnum|9:subcat|10:subcatnum|11:scripture|12:parable|13:miracle|14:txt|15:mp3|16:wma|17:rm|18:link|19:comment|20:synopsis|21:audiofirst|22:tooltip|23:indextitle|24:note|25:tag1|26:tag2|27:tag3|28:tag4|29:tag5|30:tag6|31:tag7|32:tag8|33:tag9
104|by-the-waters-of-babylon-the-great-fast-our-exile|By the Waters of Babylon, The Great Fast, Our Exile|||||||||||||||||Fr Seraphim Rose 1965 Other formats: <a href="by-the-waters-of-babylon-the-great-fast-our-exile.doc">WORD</a> <a href="by-the-waters-of-babylon-the-great-fast-our-exile.pdf">PDF |||||||||||||
105|fastrule|Fasting Rules||||||||||||||||||||||||||||||
106|great-lent-fasting-typicon-orthodox-western-rite|Great Lent Fasting Typicon according to the Orthodox Western Rite||||||||||||||||||||||||||||||
107|olive_oil_usage|Olive Oil Usage ||||||||||||||||||||||||||||||
108|fasting-and-oil|Fasting and &quot;Oil&quot; days||||||||||||||||||||||||||||||
109|great-lent-fasting-typicon-orthodox-western-rite|Great Lent Fasting Typicon according to the Orthodox Western Rite||||||||||||||||||||||||||||||
110|calendar|Dates of Great Lent and Pascha through 2010||||||||||||||||||||||||||||||
111|vespers-wed-fri-gl|Vespers on Wednesdays and Fridays of Great Lent when the Presanctified Liturgy is not served ||||||||||||||||||||||||||||||
112|odssupptext|The Order Of Divine Services Supplementary Texts|||||||||||||||||Additions to the Order of Divine Services published by St John of Kronstadt Press<BR>This is a large PDF File with Two sections:<BR>Supplement 1 - Lenten Services during the Lesser Fasts<BR>Supplement 2 - The Saturday Requiem Service |||||||||||||
113|presanctified-curtain|Presanctified Liturgy question - Why is the curtain left half open? ||||||||||||||||||||||||||||||
114|bulgakov-preparation-for-great-lent|Preparation for Great Lent|||||||||||||||||S. V. Bulgakov, Handbook for Church Servers |||||||||||||
115|2000-03-common-date|Common date for Pascha |||||||||||||||||An article detailing the efforts of Lutheran and Orthodox Ecumenists to have a common date for Pascha and commentary about some of the incredible things said in it.  |||||||||||||
116|the-bishop-by-anton-chekhov|THE BISHOP |||||||||||||||||by Anton Chekhov |||||||||||||
